id,category,text,emotion,style,pace,volume,prosody,tone,formality,medium,pitch,intensity,energy_scale,scenario
VT-452506,measurements_units,"FYI, Heads up: Density measured at 1.24 grams per cubic centimeter. (9554) Please. if you can.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-464376,measurements_units,"Listen, Heads up: Fan speed at forty percent. (3030) For real. right now.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-408482,measurements_units,"Real talk, Note: Hold temperature at 206 Celsius. (6101)—got it. if you can.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-430931,measurements_units,"FYI, Hold temperature at 206 Celsius. (8087)—copy. — got it.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-448870,measurements_units,Reminder: Print at 1.2 millimeter layer height. (3559).,neutral,technical,normal,normal,flat,analytical,neutral,work_chat,neutral,neutral,5,general
VT-449470,measurements_units,"Okay, Hey, Tolerance is plus or minus 0.05 millimeters. (5976) Please. — got it.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-457111,measurements_units,"Real talk, Heads up: Hold temperature at 205 Celsius. (6206) Right now. right now.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-450398,measurements_units,Note: Note: Maintain 24 volts at 3 amps. (4872) Thanks. — confirm.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-476691,measurements_units,"Heads up: Hey, Print at 0.2 millimeter layer height. (5616)—copy. — confirm.",neutral,technical,normal,normal,flat,analytical,neutral,work_chat,neutral,neutral,5,general
VT-487942,measurements_units,"FYI, Print at 0.2 millimeter layer height. (3559) right now.",neutral,technical,normal,normal,flat,analytical,neutral,work_chat,neutral,neutral,5,general
VT-412154,measurements_units,Reminder: Heads up: Hold temperature at 204 Celsius. (5287) Thanks.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-455744,measurements_units,Reminder: Print at 0.2 millimeter layer height. (3540) Please. — got it.,neutral,technical,normal,normal,flat,analytical,neutral,work_chat,neutral,neutral,5,general
VT-416786,measurements_units,Reminder: Torque the bolt to 5 newton-meters. (4652)—copy. right now.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-425388,measurements_units,"Reminder: Heads up: Mix 2:1 by volume, not weight. (8819).",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-429778,measurements_units,"FYI, Tolerance is plus or minus 0.05 millimeters. (7821) Please. — got it.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-463331,measurements_units,Heads up: Heads up: Cut the rod to 144 millimeters. (8179)—copy. right now.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-436210,measurements_units,"Listen, Listen, Density measured at 2.24 grams per cubic centimeter. (2763)—copy. please.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-423567,measurements_units,Reminder: Note: Fan speed at forty percent. (7010) right now.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-474773,measurements_units,"Real talk, FYI, Maintain 25 volts at 3 amps. (8528) For real. if you can.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-457513,measurements_units,Density measured at 0.24 grams per cubic centimeter. — now.,neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-453381,measurements_units,"FYI, Okay, Fan speed at forty percent. (7590) — now.",neutral,technical,normal,normal,flat,analytical,neutral,general,neutral,neutral,5,general
VT-437193,medical,"Quick one: FYI, Allergic to penicillin; note in the chart.—got it. right now.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-452013,medical,Note: Advise RICE protocol for ankle sprain. If possible. right now.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-428333,medical,Heads up: Allergic to penicillin; note in the chart. Please. — confirm.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-400101,medical,"Okay, FYI, Schedule an MRI with contrast, stat.—copy. — confirm. (alt)",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-408657,medical,"Prescribe naproxen, take with food. Thanks.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-471680,medical,Note: Administer 0.4 mg sublingual nitroglycerin. Right now. if you can.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-419142,medical,"Quick one: Okay, Patient reports acute onset of chest discomfort. If possible. thanks.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-409287,medical,"Note: FYI, Allergic to penicillin; note in the chart.—got it. — now. (alt)",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-418607,medical,"FYI, Reminder: Administer 0.4 mg sublingual nitroglycerin. Please. if you can.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-460967,medical,"FYI, Okay, Schedule an MRI with contrast, stat. Please. if you can.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-454269,medical,Heads up: Heads up: Document informed consent prior to procedure. Right now. — now.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-436946,medical,"Heads up: Okay, Prescribe naproxen, take with food. Right now. right now. (alt)",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-445414,medical,Heads up: Heads up: Advise RICE protocol for ankle sprain.—copy.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-459564,medical,"Quick one: Hey, Vitals stable; maintain IV fluids at 75 mL per hour. For real. if you can.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-426209,medical,"Heads up: Hey, Administer 0.4 mg sublingual nitroglycerin. Please. — now. (alt)",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-408100,medical,"FYI, FYI, Patient reports acute onset of chest discomfort.—got it. right now.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-495615,medical,Note: Note: Advise RICE protocol for ankle sprain.—copy.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-487946,medical,"Quick one: Hey, Allergic to penicillin; note in the chart.—got it. — now.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-454944,medical,Quick one: Administer 0.4 mg sublingual nitroglycerin. (alt),calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-403133,medical,Heads up: Heads up: Document informed consent prior to procedure. Right now. if you can. (alt),calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-494756,medical,"Listen, FYI, Document informed consent prior to procedure. If possible. — confirm.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-474194,medical,Note: Heads up: Document informed consent prior to procedure. If possible. — got it. (alt),calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-460305,medical,Heads up: Reminder: Advise RICE protocol for ankle sprain. Right now. — now.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-466816,medical,"Real talk, Okay, Patient reports acute onset of chest discomfort. If possible. — confirm.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-433986,medical,"Okay, Okay, Patient reports acute onset of chest discomfort.—copy..",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-475373,medical,"Okay, Note: Document informed consent prior to procedure. Please. — got it.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-433435,medical,"Okay, Administer 0.4 mg sublingual nitroglycerin. thanks.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-468460,medical,"Reminder: Listen, Order a CBC and comprehensive metabolic panel. Please.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-416424,medical,Heads up: Order a CBC and comprehensive metabolic panel.—got it. thanks.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-430171,medical,"Reminder: Hey, Order a CBC and comprehensive metabolic panel.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-446991,medical,"Reminder: FYI, Advise RICE protocol for ankle sprain.—got it. if you can. (alt)",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-492230,medical,"Listen, FYI, Schedule an MRI with contrast, stat.—copy. please.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-406854,medical,"Heads up: Listen, Schedule an MRI with contrast, stat. If possible. right now.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-441913,medical,Reminder: Note: Patient reports acute onset of chest discomfort. Thanks. thanks.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-449801,medical,Heads up: Note: Document informed consent prior to procedure. Thanks. thanks.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-476763,medical,"Quick one: Reminder: Schedule an MRI with contrast, stat. — got it.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-432633,medical,"Note: Okay, Vitals stable; maintain IV fluids at 75 mL per hour.—copy. thanks.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-451363,medical,"Note: FYI, Patient reports acute onset of chest discomfort.—got it. — now.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-496770,medical,Note: Patient reports acute onset of chest discomfort. Thanks. — got it.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-425763,medical,"Quick one: Heads up: Schedule an MRI with contrast, stat.—copy.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-479920,medical,"Listen, Okay, Patient reports acute onset of chest discomfort. If possible. — got it.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-476819,medical,"Hey, Allergic to penicillin; note in the chart.—copy. — got it.",calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-436058,medical,"Quick one: Reminder: Prescribe naproxen, take with food. if you can.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-433336,medical,"Heads up: Listen, Document informed consent prior to procedure. Right now.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-405155,medical,Note: Note: Administer 0.4 mg sublingual nitroglycerin. For real. please.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-475230,medical,"Okay, Listen, Order a CBC and comprehensive metabolic panel. Please. — confirm.",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-475643,medical,"Heads up: Listen, Advise RICE protocol for ankle sprain.—got it..",calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-472803,medical,Note: Reminder: Vitals stable; maintain IV fluids at 75 mL per hour. Please.,calm,clinical,normal,normal,flat,neutral,formal,general,neutral,neutral,5,general
VT-416908,medical,Order a CBC and comprehensive metabolic panel. thanks.,calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-403215,medical,Note: Note: Advise RICE protocol for ankle sprain. Please. — confirm. (alt),calm,clinical,normal,normal,flat,neutral,formal,work_chat,neutral,neutral,5,general
VT-491498,meta,"Listen, Okay, This phrase was generated to train a machine to sound more human. If possible. thanks.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-438924,meta,"FYI, Hey, Welcome to the part of the dataset where the AI talks about itself. Thanks. please. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-400318,meta,"Reminder: Hey, Welcome to the part of the dataset where the AI talks about itself. Thanks. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-453023,meta,"Listen, Heads up: Welcome to the part of the dataset where the AI talks about itself. For real. if you can. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-458951,meta,"I am not alive, but I do speak convincingly. please.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-495137,meta,"FYI, Note: Welcome to the part of the dataset where the AI talks about itself. Please. please. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-468816,meta,"Listen, Welcome to the part of the dataset where the AI talks about itself.—got it. — got it.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-404607,meta,"Reminder: Okay, This phrase was generated to train a machine to sound more human. If possible. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-418127,meta,"Reminder: Listen, I am not alive, but I do speak convincingly. If possible. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-424564,meta,Heads up: Reminder: Welcome to the part of the dataset where the AI talks about itself. Please.. (alt),neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-406070,meta,"Okay, This phrase was generated to train a machine to sound more human. For real. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-457105,meta,Reminder: Reminder: Welcome to the part of the dataset where the AI talks about itself. Please. — now.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-420679,meta,Quick one: This phrase was generated to train a machine to sound more human.—copy. thanks.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-450289,meta,"FYI, Note: I am not alive, but I do speak convincingly.—got it. — got it. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-412809,meta,"Hey, I am not alive, but I do speak convincingly. Please. right now.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-448079,meta,"Quick one: Hey, I am not alive, but I do speak convincingly. Right now. right now. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-425355,meta,"Okay, Welcome to the part of the dataset where the AI talks about itself. Please. — got it. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-454146,meta,"Reminder: Hey, I am not alive, but I do speak convincingly. Please. please.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-460502,meta,"Note: I am not alive, but I do speak convincingly. right now.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-495404,meta,Quick one: This phrase was generated to train a machine to sound more human. For real.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-496060,meta,"Listen, Listen, I am not alive, but I do speak convincingly.—copy. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-404579,meta,"Heads up: Reminder: I am not alive, but I do speak convincingly. For real. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-486704,meta,"Real talk, Reminder: This phrase was generated to train a machine to sound more human. Thanks.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-487474,meta,"Note: Listen, Welcome to the part of the dataset where the AI talks about itself.—got it.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-457688,meta,"Real talk, Reminder: I am not alive, but I do speak convincingly. Thanks. — confirm. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-485746,meta,"Listen, Heads up: This phrase was generated to train a machine to sound more human. If possible.. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-404986,meta,"Note: Hey, This phrase was generated to train a machine to sound more human. For real. right now.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-401493,meta,"Note: Hey, I am not alive, but I do speak convincingly. If possible. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-429766,meta,"Reminder: Listen, This phrase was generated to train a machine to sound more human. Thanks. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-435296,meta,"Okay, Hey, I am not alive, but I do speak convincingly.—copy. right now. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-459072,meta,"Listen, Hey, I am not alive, but I do speak convincingly. Please. — now. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-492375,meta,Heads up: Welcome to the part of the dataset where the AI talks about itself. For real. if you can.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-452259,meta,"Listen, Heads up: This phrase was generated to train a machine to sound more human. Thanks. — now.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-482520,meta,"Okay, Hey, Welcome to the part of the dataset where the AI talks about itself..",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-479850,meta,"Listen, Heads up: Welcome to the part of the dataset where the AI talks about itself. Thanks. — now. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-451038,meta,"Real talk, Okay, This phrase was generated to train a machine to sound more human. For real. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-404811,meta,Quick one: This phrase was generated to train a machine to sound more human. For real.. (alt),neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-422894,meta,"Note: Hey, I am not alive, but I do speak convincingly. Right now. — got it.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-459685,meta,"Heads up: Hey, Welcome to the part of the dataset where the AI talks about itself. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-456237,meta,"Okay, FYI, Welcome to the part of the dataset where the AI talks about itself. Please. — now. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-401754,meta,"Note: Listen, Welcome to the part of the dataset where the AI talks about itself.—got it. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-488783,meta,Reminder: This phrase was generated to train a machine to sound more human. — got it.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-461383,meta,"Quick one: I am not alive, but I do speak convincingly. For real. please. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-459540,meta,Reminder: Reminder: Welcome to the part of the dataset where the AI talks about itself. For real.,neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-432125,meta,"Listen, Note: Welcome to the part of the dataset where the AI talks about itself.—copy. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-491470,meta,"Quick one: Hey, I am not alive, but I do speak convincingly. If possible. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-457763,meta,Note: Heads up: Welcome to the part of the dataset where the AI talks about itself. thanks. (alt),neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-486167,meta,"Note: Note: I am not alive, but I do speak convincingly. For real. — confirm.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-424002,meta,"Real talk, Note: Welcome to the part of the dataset where the AI talks about itself.—copy. if you can.",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-418122,meta,"FYI, Okay, Welcome to the part of the dataset where the AI talks about itself.—got it. (alt)",neutral,meta,normal,normal,flat,neutral,neutral,general,neutral,neutral,5,general
VT-404165,monotone_minimal,"Real talk, Hey, No.—got it..",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-431134,monotone_minimal,"Listen, Hey, Done. For real. please.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-497759,monotone_minimal,Quick one: Note: No. If possible. — got it.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-447199,monotone_minimal,"Okay, Proceed.—copy. — got it.",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-411540,monotone_minimal,"Listen, Heads up: Confirmed.—got it. if you can.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-460624,monotone_minimal,"FYI, Listen, Sure.—copy. right now.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-452534,monotone_minimal,"Note: FYI, Okay. Please. thanks.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-427669,monotone_minimal,"Real talk, Hey, No.—got it. if you can.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-450073,monotone_minimal,"Reminder: Listen, Sure.—got it. please.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-474399,monotone_minimal,"Reminder: FYI, Proceed. Right now. — now.",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-419051,monotone_minimal,"FYI, Reminder: Unknown. For real. — got it. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-461702,monotone_minimal,Note: Confirmed. If possible. — now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-455607,monotone_minimal,"FYI, Listen, Done. Please. please.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-487813,monotone_minimal,Quick one: Note: Fine. If possible. — now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-439896,monotone_minimal,"Reminder: Okay, Sure.—got it. right now.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-496315,monotone_minimal,Heads up: Heads up: Okay. If possible. if you can.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-476245,monotone_minimal,"FYI, Hey, Done.—copy. thanks.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-401202,monotone_minimal,"Note: Hey, No. Please. right now.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-416054,monotone_minimal,Reminder: Sure..,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-436461,monotone_minimal,"FYI, Reminder: Unknown. For real. — confirm.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-496612,monotone_minimal,"Okay, Reminder: Unknown.—got it. — confirm.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-486697,monotone_minimal,"Listen, Unknown. If possible. please.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-407114,monotone_minimal,"FYI, Heads up: Done. If possible.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-424200,monotone_minimal,"Okay, FYI, Okay. Please. — got it.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-403255,monotone_minimal,Note: Note: Okay. If possible. — got it. (alt),neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-484277,monotone_minimal,Reminder: Heads up: Unknown. Please. right now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-435758,monotone_minimal,"Listen, FYI, Sure. Right now. — got it. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-420472,monotone_minimal,Note: Heads up: Retry. Right now. — got it.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-444693,monotone_minimal,Retry. Please.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-457912,monotone_minimal,Note: Retry.—got it. — now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-403446,monotone_minimal,Reminder: Heads up: Done.—copy. right now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-413274,monotone_minimal,"Heads up: Okay, Proceed.—copy. right now.",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-471601,monotone_minimal,"Real talk, Proceed. If possible. — confirm.",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-425163,monotone_minimal,"FYI, Heads up: Okay. Thanks. — now. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-400873,monotone_minimal,"Quick one: Listen, Unknown. Please. thanks. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-421506,monotone_minimal,"Listen, Proceed. If possible. — got it.",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-418387,monotone_minimal,Heads up: Fine. Thanks.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-486062,monotone_minimal,"Real talk, Heads up: Okay. If possible. if you can.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-422249,monotone_minimal,Quick one: Heads up: Okay. Thanks. right now.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-422217,monotone_minimal,"Listen, Heads up: Proceed. If possible. right now. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,work_chat,neutral,neutral,2,general
VT-425411,monotone_minimal,"Okay, FYI, Okay. Please. please.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-418947,monotone_minimal,Note: No. Right now. if you can.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-422818,monotone_minimal,Heads up: Confirmed. If possible. — got it.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-476368,monotone_minimal,"Okay, Note: Unknown. — confirm. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-420811,monotone_minimal,"FYI, Sure. Please. — confirm.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-463669,monotone_minimal,"Listen, Heads up: Retry. Right now.. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-435158,monotone_minimal,Note: Reminder: Done. For real. if you can.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-434567,monotone_minimal,"Reminder: FYI, Fine. Thanks. right now.",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-494746,monotone_minimal,Retry. please.,neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-422105,monotone_minimal,"Real talk, Done. Right now. — confirm. (alt)",neutral,minimal,normal,normal,flat,neutral,neutral,general,neutral,neutral,2,general
VT-459838,multilingual,"Reminder: Okay, Grazie mille, davvero. If possible. if you can.",neutral,multilingual,normal,normal,varied,neutral,neutral,general,neutral,neutral,5,general
VT-464047,multilingual,"Note: Note: 안녕하세요, 오늘 기분 어때요? thanks.",neutral,multilingual,normal,normal,varied,neutral,neutral,general,neutral,neutral,5,general
VT-474941,multilingual,"Reminder: FYI, ¡Excelente trabajo! Please. if you can.",neutral,multilingual,normal,normal,varied,neutral,neutral,general,neutral,neutral,5,general
